iter	RMSE
869	7989.014081
870	7984.6072
871	7978.095007
872	7966.081526
873	7958.109246
874	7945.889417
875	7934.089242
876	7927.53125
877	7921.248132
878	7908.828915
879	7906.73591
880	7898.205421
881	7897.256977
882	7886.642518
883	7880.334452
884	7873.636116
885	7863.636044
886	7855.397504
887	7846.027603
888	7844.840774
889	7839.479414
890	7830.203268
891	7829.488277
892	7819.078207
893	7808.710255
894	7807.9574
895	7798.265957
896	7781.207572
897	7773.632051
898	7761.85157
899	7753.881392
900	7744.376955
901	7735.296848
902	7724.369255
903	7714.378859
904	7703.288352
905	7698.861298
906	7691.761356
907	7684.500626
908	7674.407655
909	7662.75534
910	7659.013584
911	7654.819623
912	7642.752811
913	7633.321562
914	7622.374432
915	7613.809644
916	7602.645168
917	7598.805361
918	7588.957889
919	7582.338415
920	7572.568394
921	7561.816731
922	7555.352477
923	7545.204325
924	7539.417371
925	7534.187917
926	7526.605645
927	7519.422032
928	7510.955478
929	7504.328983
930	7491.191971
931	7481.752002
932	7480.828527
933	7472.696128
934	7463.239281
935	7457.216595
936	7453.178382
937	7440.193906
938	7430.178926
939	7420.073536
940	7414.971983
941	7412.011373
942	7403.725932
943	7395.450268
944	7391.223149
945	7382.477378
946	7374.21108
947	7363.677734
948	7360.3765
949	7359.799529
950	7355.3224
951	7348.719097
952	7343.357558
953	7342.749969
954	7334.706548
955	7329.072926
956	7320.32239
957	7314.575779
958	7306.729847
959	7301.357056
960	7297.721376
961	7296.168436
962	7291.14236
963	7282.872197
964	7274.610984
965	7274.021412
966	7263.237661
967	7257.344237
968	7249.300378
969	7240.613368
970	7239.639007
971	7232.123863
972	7224.888297
973	7216.919312
974	7210.309613
975	7199.320014
976	7189.699202
977	7177.336305
978	7166.680326
979	7158.871352
980	7148.882316
981	7140.960077
982	7132.995243
983	7120.224334
984	7116.26979
985	7108.753389
986	7096.518494
987	7090.651852
988	7087.698429
989	7079.940965
990	7070.407952
991	7062.282244
992	7052.263101
993	7045.16467
994	7038.540675
995	7036.293163
996	7030.619555
997	7020.54272
998	7015.12321
999	7007.025377
1000	7006.514595
1001	7002.47176
1002	6991.65714
1003	6988.478771
1004	6980.866622
1005	6968.146993
1006	6967.546499
1007	6962.409887
1008	6949.35027
1009	6944.882262
1010	6934.668739
1011	6929.158945
1012	6921.435955
1013	6914.537725
1014	6906.667982
1015	6906.118502
1016	6898.927872
1017	6897.060653
1018	6894.353492
1019	6892.376752
1020	6885.598493
1021	6884.739845
1022	6879.33724
1023	6874.448566
1024	6871.131968
1025	6866.219881
1026	6860.938092
1027	6854.441218
1028	6853.755295
1029	6845.362586
1030	6841.077637
1031	6828.484014
1032	6818.408473
1033	6810.152825
1034	6799.036204
1035	6794.388705
1036	6786.904605
1037	6783.835968
1038	6774.022234
1039	6767.25329
1040	6758.960853
1041	6749.969318
1042	6742.451046
1043	6741.840648
1044	6733.933397
1045	6725.678177
1046	6715.422955
1047	6709.717601
1048	6707.135763
1049	6706.584347
1050	6703.914772
1051	6696.802703
1052	6691.382612
1053	6683.885723
1054	6674.518802
1055	6669.391131
1056	6663.046114
1057	6660.155069
1058	6656.128899
1059	6646.909339
1060	6640.600423
1061	6626.234923
1062	6619.252781
1063	6612.631497
1064	6605.815592
1065	6596.088166
1066	6593.589853
1067	6590.368141
1068	6582.549893
1069	6575.046205
1070	6567.582694
1071	6560.042523
1072	6553.641114
1073	6553.110387
1074	6543.93837
1075	6541.798065
1076	6532.90361
1077	6528.14516
1078	6516.918043
1079	6516.346631
1080	6508.09212
1081	6502.710554
1082	6497.995262
1083	6490.246952
1084	6482.314885
1085	6478.923191
1086	6470.892703
1087	6461.096151
1088	6450.711812
1089	6445.720971
1090	6439.904605
1091	6439.242466
1092	6431.28286
1093	6424.471956
1094	6419.341753
1095	6413.951363
1096	6410.087035
1097	6402.824122
1098	6397.855234
1099	6395.16446
1100	6388.088954
1101	6377.855574
1102	6375.000441
1103	6368.313463
1104	6367.831788
1105	6359.503651
1106	6354.153052
1107	6349.902547
1108	6345.162042
1109	6337.489033
1110	6328.256194
1111	6327.798609
1112	6325.181891
1113	6319.864472
1114	6311.765098
1115	6305.407087
1116	6295.455352
1117	6289.844977
1118	6280.993925
1119	6275.582546
1120	6271.743703
1121	6264.803917
1122	6260.99451
1123	6254.341513
1124	6247.668107
1125	6240.47961
1126	6233.5701
1127	6225.620218
1128	6220.440019
1129	6213.904843
1130	6203.944347
1131	6201.751886
1132	6192.485856
1133	6186.919269
1134	6183.633041
1135	6174.196274
1136	6161.55983
1137	6155.17924
1138	6150.658071
1139	6141.444113
1140	6132.964792
1141	6121.788838
1142	6116.875372
1143	6108.099725
1144	6100.488442
1145	6094.581658
1146	6086.170702
1147	6080.205931
1148	6075.601564
1149	6068.939671
1150	6060.947652
1151	6057.511068
1152	6052.740729
1153	6047.615455
1154	6041.832039
1155	6036.056585
1156	6030.645277
1157	6028.830107
1158	6019.748445
1159	6012.06386
1160	6003.980695
1161	5999.484646
1162	5993.135787
1163	5987.215712
1164	5983.175802
1165	5975.140466
1166	5969.935517
1167	5961.363481
1168	5960.947081
1169	5952.963078
1170	5946.914352
1171	5941.697547
1172	5941.011535
1173	5935.610216
1174	5933.205109
1175	5927.619186
1176	5920.910934
1177	5915.925768
1178	5909.979369
1179	5906.680415
1180	5904.259518
1181	5894.181107
1182	5884.028113
1183	5876.649551
1184	5871.140065
1185	5860.072378
1186	5855.406409
1187	5851.959726
1188	5842.930376
1189	5842.297692
1190	5839.771805
1191	5835.449919
1192	5829.775171
1193	5829.355144
1194	5822.011355
1195	5813.084451
1196	5807.986383
1197	5801.520105
1198	5793.509467
1199	5792.399923
1200	5789.383144
1201	5781.505337
1202	5776.073218
1203	5772.217222
1204	5764.385201
1205	5758.462841
1206	5753.328507
1207	5745.907444
1208	5740.672741
1209	5739.458265
1210	5733.509317
1211	5728.60954
1212	5723.803629
1213	5715.435328
1214	5709.918538
1215	5704.367787
1216	5696.424315
1217	5693.837338
1218	5687.073294
1219	5681.981086
1220	5674.205432
1221	5668.418374
1222	5668.033168
1223	5661.164845
1224	5660.541117
1225	5656.718183
1226	5656.130569
1227	5654.059923
1228	5653.554103
1229	5647.646425
1230	5641.504494
1231	5635.181909
1232	5624.201764
1233	5619.62543
1234	5614.438412
1235	5609.724744
1236	5602.780193
1237	5596.166334
1238	5592.274983
1239	5587.184998
1240	5578.197852
1241	5571.815601
1242	5571.360847
1243	5565.384298
1244	5560.351221
1245	5554.990192
1246	5552.259551
1247	5546.550675
1248	5538.14348
1249	5535.424546
1250	5529.214699
1251	5523.32192
1252	5518.790984
1253	5514.824982
1254	5514.445206
1255	5508.932922
1256	5504.491457
1257	5501.025714
1258	5495.758151
1259	5488.010102
1260	5480.312636
1261	5474.382241
1262	5469.262576
1263	5467.488398
1264	5464.548346
1265	5459.314704
1266	5449.148895
1267	5442.937024
1268	5436.236948
1269	5431.207301
1270	5427.614217
1271	5421.433727
1272	5412.25647
1273	5407.604527
1274	5407.125146
1275	5403.81365
1276	5399.069604
1277	5393.820709
1278	5389.280807
1279	5384.372127
1280	5378.723921
1281	5370.686265
1282	5370.276191
1283	5364.159505
1284	5360.714728
1285	5359.122003
1286	5357.122984
1287	5356.785257
1288	5353.973159
1289	5346.814371
1290	5340.156252
1291	5335.187075
1292	5327.194507
1293	5325.26074
1294	5314.451438
1295	5310.420717
1296	5310.072857
1297	5309.713817
1298	5309.363552
1299	5308.684942
1300	5308.36954
1301	5300.693029
1302	5300.354423
1303	5297.717217
1304	5294.141509
1305	5293.367576
1306	5292.816812
1307	5286.858565
1308	5279.302055
1309	5274.146
1310	5268.554896
1311	5263.061959
1312	5258.62642
1313	5251.029571
1314	5246.92546
1315	5244.167862
1316	5237.429069
1317	5237.032707
1318	5235.491661
1319	5224.648438
1320	5218.278596
1321	5215.616815
1322	5211.099404
1323	5205.562455
1324	5196.972635
1325	5189.898522
1326	5184.19292
1327	5174.699254
1328	5168.335969
1329	5163.881565
1330	5160.44861
1331	5159.193149
1332	5154.361704
1333	5149.328491
1334	5147.499574
1335	5147.18002
1336	5138.120722
1337	5131.817183
1338	5128.342139
1339	5124.906256
1340	5122.206922
1341	5119.488812
1342	5113.498519
1343	5110.04094
1344	5105.102958
1345	5103.32848
1346	5093.954545
1347	5088.631322
1348	5082.393821
1349	5079.73346
1350	5075.145317
1351	5072.514935
1352	5066.339584
1353	5058.15594
1354	5055.818244
1355	5050.029453
1356	5046.711325
1357	5044.701323
1358	5036.770263
1359	5031.367334
1360	5029.366735
1361	5027.621278
1362	5024.728916
1363	5020.557505
1364	5016.117698
1365	5009.955663
1366	5008.916291
1367	5004.577103
1368	5001.430925
1369	4995.157918
1370	4989.730132
1371	4984.183047
1372	4979.651867
1373	4976.358395
1374	4970.972249
1375	4968.457318
1376	4962.898122
1377	4960.883094
1378	4954.129908
1379	4949.320681
1380	4944.742021
1381	4940.819727
1382	4934.875909
1383	4924.984138
1384	4917.526232
1385	4917.285509
1386	4909.083669
1387	4902.123602
1388	4901.851518
1389	4896.963119
1390	4894.551037
1391	4890.89946
1392	4887.849524
1393	4876.629366
1394	4872.448128
1395	4870.71206
1396	4870.441473
1397	4865.49311
1398	4862.015932
1399	4859.072236
1400	4855.551909
1401	4853.029409
1402	4847.656801
1403	4843.448665
1404	4837.999442
1405	4835.471473
1406	4835.213863
1407	4828.160614
1408	4823.543651
1409	4814.055422
1410	4805.272324
1411	4800.675484
1412	4793.397554
1413	4788.366401
1414	4786.65496
1415	4781.016526
1416	4777.801072
1417	4770.108828
1418	4762.206941
1419	4757.603278
1420	4751.726111
1421	4745.797207
1422	4742.902527
1423	4734.746912
1424	4727.640938
1425	4727.405769
1426	4727.153332
1427	4723.50299
1428	4717.075876
1429	4716.754006
1430	4716.509595
1431	4716.295864
1432	4713.629877
1433	4709.80214
1434	4705.678619
1435	4700.562627
1436	4695.983301
1437	4692.619548
1438	4686.998509
1439	4683.473362
1440	4683.2287
1441	4679.349493
1442	4674.982372
1443	4671.967891
1444	4667.257681
1445	4664.152523
1446	4659.428596
1447	4659.190864
1448	4653.43649
1449	4647.121462
1450	4643.700107
1451	4643.008252
1452	4641.157983
1453	4637.484619
1454	4632.106306
1455	4629.221264
1456	4624.864899
1457	4617.154551
1458	4612.76532
1459	4604.111244
1460	4601.054601
1461	4595.369241
1462	4591.569034
1463	4585.504893
1464	4584.278712
1465	4579.0081
1466	4573.180852
1467	4568.167496
1468	4564.25671
1469	4563.127367
1470	4556.869274
1471	4556.639836
1472	4552.761045
1473	4543.977436
1474	4537.995942
1475	4534.172321
1476	4529.177101
1477	4524.809144
1478	4521.150765
1479	4516.724022
1480	4514.177619
1481	4510.458731
1482	4509.811664
1483	4504.956771
1484	4500.571542
1485	4497.953639
1486	4496.850358
1487	4492.875029
1488	4491.0089
1489	4488.209428
1490	4485.680615
1491	4483.48276
1492	4480.340594
1493	4474.149784
1494	4470.570102
1495	4466.454375
1496	4461.303523
1497	4458.192603
1498	4453.3049
1499	4450.662187
