iter	Passed	Remaining
386	708	2038
387	710	2036
388	712	2034
389	714	2032
390	715	2030
391	717	2028
392	719	2025
393	720	2022
394	722	2021
395	724	2019
396	725	2016
397	727	2014
398	729	2011
399	730	2009
400	732	2007
401	734	2004
402	735	2002
403	737	2000
404	739	2000
405	741	1997
406	743	1995
407	744	1993
408	746	1990
409	748	1988
410	749	1986
411	751	1985
412	753	1982
413	755	1980
414	756	1978
415	758	1975
416	759	1973
417	761	1971
418	763	1969
419	765	1967
420	766	1964
421	768	1962
422	769	1960
423	771	1957
424	773	1956
425	775	1954
426	777	1952
427	778	1950
428	780	1948
429	782	1946
430	783	1943
431	785	1941
432	787	1939
433	788	1937
434	790	1934
435	791	1932
436	793	1929
437	795	1927
438	797	1926
439	799	1926
440	801	1924
441	803	1922
442	804	1920
443	806	1918
444	808	1915
445	810	1914
446	811	1912
447	813	1910
448	815	1908
449	816	1906
450	818	1903
451	820	1901
452	822	1899
453	823	1897
454	825	1895
455	827	1893
456	828	1891
457	830	1889
458	832	1886
459	833	1885
460	836	1884
461	837	1881
462	839	1879
463	841	1877
464	842	1876
465	844	1874
466	847	1873
467	848	1871
468	850	1869
469	852	1867
470	853	1865
471	855	1863
472	857	1860
473	858	1858
474	860	1856
475	862	1854
476	863	1852
477	865	1850
478	867	1848
479	869	1846
480	870	1844
481	872	1842
482	874	1840
483	875	1838
484	877	1836
485	878	1833
486	880	1831
487	883	1831
488	885	1829
489	886	1828
490	888	1826
491	890	1824
492	892	1822
493	894	1821
494	895	1819
495	897	1817
496	899	1815
497	901	1813
498	903	1811
499	905	1810
500	906	1808
501	908	1806
502	910	1803
503	911	1801
504	913	1798
505	914	1796
506	917	1796
507	919	1795
508	921	1793
509	923	1791
510	924	1789
511	926	1788
512	929	1788
513	931	1786
514	932	1784
515	934	1782
516	936	1780
517	937	1777
518	939	1775
519	941	1774
520	945	1776
521	947	1774
522	948	1772
523	950	1770
524	951	1767
525	953	1765
526	955	1764
527	957	1762
528	959	1760
529	961	1759
530	962	1757
531	964	1755
532	966	1753
533	968	1751
534	969	1749
535	971	1747
536	973	1745
537	974	1743
538	977	1741
539	978	1739
540	980	1737
541	981	1735
542	983	1733
543	985	1731
544	987	1729
545	988	1727
546	990	1725
547	992	1723
548	993	1721
549	995	1718
550	996	1716
551	998	1715
552	1027	1759
553	1030	1759
554	1032	1758
555	1035	1757
556	1038	1758
557	1041	1757
558	1043	1756
559	1045	1755
560	1047	1753
561	1049	1751
562	1050	1749
563	1052	1746
564	1054	1745
565	1056	1742
566	1057	1740
567	1059	1738
568	1060	1735
569	1062	1733
570	1064	1731
571	1065	1729
572	1067	1727
573	1069	1724
574	1070	1722
575	1072	1720
576	1074	1718
577	1075	1716
578	1078	1715
579	1080	1713
580	1082	1711
581	1083	1709
582	1085	1707
583	1087	1705
584	1088	1703
585	1090	1700
586	1092	1698
587	1094	1696
588	1095	1694
589	1097	1692
590	1098	1690
591	1100	1688
592	1102	1686
593	1104	1684
594	1105	1682
595	1108	1680
596	1109	1678
597	1113	1679
598	1115	1677
599	1117	1676
600	1119	1674
601	1121	1673
602	1123	1671
603	1124	1668
604	1126	1666
605	1129	1666
606	1131	1664
607	1133	1662
608	1134	1660
609	1136	1657
610	1138	1655
611	1139	1653
612	1141	1651
613	1142	1649
614	1144	1646
615	1146	1644
616	1147	1642
617	1149	1640
618	1151	1638
619	1153	1637
620	1155	1635
621	1156	1632
622	1158	1630
623	1160	1628
624	1162	1626
625	1164	1626
626	1166	1624
627	1168	1622
628	1170	1620
629	1172	1618
630	1173	1616
631	1175	1614
632	1177	1612
633	1179	1610
634	1180	1608
635	1182	1606
636	1183	1604
637	1185	1602
638	1191	1606
639	1193	1603
640	1195	1601
641	1196	1599
642	1198	1597
643	1200	1595
644	1202	1593
645	1203	1591
646	1205	1589
647	1207	1587
648	1208	1584
649	1210	1582
650	1212	1580
651	1214	1578
652	1215	1577
653	1217	1575
654	1219	1573
655	1221	1571
656	1223	1570
657	1225	1567
658	1226	1565
659	1228	1563
660	1230	1561
661	1231	1559
662	1233	1557
663	1235	1555
664	1237	1553
665	1239	1551
666	1241	1549
667	1242	1547
668	1244	1546
669	1247	1544
670	1248	1542
671	1250	1540
672	1252	1538
673	1253	1536
674	1255	1534
675	1256	1532
676	1258	1530
677	1260	1528
678	1262	1526
679	1263	1523
680	1265	1521
681	1267	1520
682	1269	1518
683	1270	1516
684	1272	1514
685	1274	1512
686	1276	1510
687	1277	1507
688	1279	1505
689	1281	1503
690	1283	1502
691	1285	1500
692	1286	1498
693	1288	1496
694	1290	1494
695	1291	1492
696	1293	1490
697	1295	1488
698	1296	1485
699	1298	1483
700	1300	1481
701	1301	1479
702	1303	1477
703	1304	1475
704	1307	1474
705	1309	1472
706	1311	1471
707	1313	1469
708	1315	1467
709	1317	1465
710	1318	1463
711	1320	1461
712	1321	1459
713	1323	1456
714	1324	1454
715	1326	1452
716	1328	1450
717	1330	1449
718	1332	1447
719	1334	1445
720	1336	1443
721	1338	1442
722	1340	1440
723	1341	1438
724	1344	1436
725	1345	1434
726	1347	1432
727	1349	1430
728	1350	1428
729	1352	1426
730	1354	1424
731	1355	1422
732	1357	1420
733	1359	1418
734	1361	1417
735	1363	1415
736	1365	1413
737	1368	1412
738	1370	1411
739	1372	1409
740	1374	1407
741	1376	1405
742	1377	1403
743	1379	1402
744	1382	1400
745	1384	1398
746	1385	1396
747	1388	1395
748	1389	1393
749	1391	1391
750	1393	1389
751	1395	1387
752	1397	1385
753	1399	1384
754	1400	1382
755	1402	1380
756	1405	1379
757	1407	1378
758	1410	1376
759	1412	1375
760	1415	1374
761	1417	1372
762	1419	1370
763	1421	1369
764	1423	1367
765	1425	1365
766	1426	1363
767	1429	1362
768	1430	1360
769	1432	1358
770	1434	1356
771	1436	1354
772	1438	1352
773	1439	1350
774	1441	1348
775	1442	1346
776	1444	1344
777	1446	1342
778	1448	1340
779	1450	1339
780	1452	1337
781	1454	1335
782	1456	1333
783	1457	1331
784	1459	1329
785	1461	1327
786	1462	1325
787	1464	1323
788	1466	1321
789	1468	1319
790	1470	1317
791	1471	1315
792	1473	1313
793	1475	1311
794	1476	1309
795	1478	1307
796	1480	1305
797	1482	1304
798	1484	1302
799	1486	1300
800	1487	1298
801	1489	1296
802	1491	1294
803	1492	1292
804	1494	1290
805	1496	1288
806	1497	1286
807	1499	1284
808	1501	1282
809	1502	1280
810	1504	1278
811	1506	1276
812	1507	1274
813	1509	1272
814	1511	1270
815	1513	1268
816	1514	1266
817	1516	1264
818	1517	1262
819	1519	1260
820	1521	1258
821	1523	1256
822	1525	1254
823	1526	1252
824	1528	1250
825	1531	1249
826	1532	1247
827	1534	1245
828	1536	1243
829	1538	1241
830	1539	1239
831	1541	1237
832	1543	1235
833	1545	1234
834	1547	1232
835	1548	1230
836	1551	1228
837	1552	1226
838	1554	1224
839	1556	1222
840	1558	1221
841	1560	1219
842	1561	1217
843	1563	1215
844	1565	1213
845	1567	1211
846	1569	1209
847	1570	1207
848	1572	1205
849	1574	1203
850	1576	1202
851	1578	1200
852	1581	1199
853	1583	1198
854	1586	1196
855	1588	1195
856	1590	1193
857	1592	1191
858	1594	1189
859	1596	1187
860	1597	1185
861	1599	1183
862	1601	1182
863	1603	1180
864	1605	1178
865	1606	1176
866	1608	1174
867	1609	1172
868	1611	1170
869	1613	1168
870	1615	1166
871	1617	1164
872	1618	1162
873	1620	1160
874	1622	1158
875	1624	1156
876	1626	1155
877	1627	1153
878	1629	1151
879	1630	1149
880	1632	1147
881	1634	1145
882	1635	1143
883	1637	1141
884	1639	1139
885	1641	1137
886	1643	1135
887	1645	1133
888	1646	1131
889	1648	1130
890	1650	1128
891	1652	1126
892	1654	1124
893	1656	1122
894	1657	1120
895	1659	1118
896	1661	1116
897	1663	1115
898	1665	1113
899	1666	1111
900	1668	1109
901	1670	1107
902	1672	1105
903	1673	1103
904	1675	1101
905	1677	1099
906	1679	1097
907	1680	1095
908	1682	1093
909	1683	1091
910	1685	1089
911	1687	1087
912	1688	1085
913	1690	1083
914	1692	1081
915	1693	1079
916	1695	1078
917	1697	1076
918	1700	1074
919	1702	1073
920	1704	1071
921	1707	1070
922	1709	1068
923	1710	1066
924	1712	1064
925	1714	1062
926	1716	1060
927	1717	1058
928	1719	1056
929	1721	1055
930	1723	1053
931	1724	1051
932	1726	1049
933	1728	1047
934	1729	1045
935	1731	1043
936	1733	1041
937	1735	1039
938	1737	1037
939	1738	1035
940	1740	1033
941	1742	1031
942	1743	1030
943	1745	1028
944	1747	1026
945	1748	1024
946	1750	1022
947	1752	1020
948	1753	1018
949	1755	1016
950	1757	1014
951	1758	1012
952	1760	1010
953	1762	1008
954	1764	1006
955	1765	1004
956	1767	1003
957	1772	1003
958	1774	1001
959	1776	999
960	1778	997
961	1779	995
962	1781	993
963	1783	991
964	1785	989
965	1786	987
966	1788	985
967	1789	983
968	1792	982
969	1794	980
970	1796	978
971	1798	977
972	1800	975
973	1802	973
974	1804	971
975	1805	969
976	1807	967
977	1809	965
978	1810	963
979	1812	961
980	1814	959
981	1816	958
982	1818	956
983	1820	954
984	1821	952
985	1823	950
986	1825	948
987	1827	946
988	1828	944
989	1830	943
990	1832	941
991	1833	939
992	1835	937
993	1837	935
994	1839	933
995	1840	931
996	1842	929
997	1844	927
998	1846	925
999	1847	923
1000	1849	921
1001	1851	920
1002	1852	918
1003	1854	916
1004	1856	914
1005	1857	912
1006	1859	910
1007	1861	908
1008	1863	906
1009	1864	904
1010	1866	902
1011	1868	900
1012	1869	898
1013	1871	896
1014	1873	895
1015	1875	893
1016	1877	891
1017	1878	889
1018	1880	887
1019	1882	885
1020	1883	883
1021	1885	881
1022	1887	879
1023	1888	877
1024	1890	876
1025	1892	874
1026	1893	872
1027	1895	870
1028	1897	868
1029	1899	866
1030	1901	864
1031	1903	863
1032	1904	861
1033	1906	859
1034	1908	857
1035	1910	855
1036	1911	853
1037	1913	851
1038	1915	850
1039	1917	848
1040	1919	846
1041	1921	844
1042	1922	842
1043	1924	840
1044	1926	838
1045	1927	836
1046	1929	834
1047	1931	833
1048	1934	831
1049	1936	829
1050	1938	828
1051	1940	826
1052	1941	824
1053	1943	822
1054	1945	820
1055	1947	818
1056	1948	816
1057	1950	814
1058	1952	812
1059	1953	811
1060	1955	809
1061	1957	807
1062	1958	805
1063	1960	803
1064	1962	801
1065	1963	799
1066	1965	797
1067	1967	795
1068	1969	794
1069	1972	792
1070	1975	791
1071	1976	789
1072	1979	787
1073	1982	786
1074	1984	784
1075	1987	783
1076	1989	781
1077	1991	779
1078	1994	778
1079	1995	776
1080	1997	774
1081	1999	772
1082	2000	770
1083	2002	768
1084	2004	766
1085	2006	764
1086	2008	762
1087	2009	761
1088	2011	759
1089	2013	757
1090	2014	755
1091	2016	753
1092	2019	751
1093	2020	749
1094	2022	748
1095	2024	746
1096	2026	744
1097	2027	742
1098	2029	740
1099	2031	738
1100	2033	737
1101	2035	735
1102	2037	733
1103	2038	731
1104	2040	729
1105	2042	727
1106	2045	726
1107	2047	724
1108	2049	722
1109	2053	721
1110	2055	719
1111	2057	717
1112	2059	716
1113	2061	714
1114	2063	712
1115	2066	711
1116	2069	709
1117	2071	707
1118	2073	706
1119	2077	704
1120	2080	703
1121	2082	701
1122	2084	699
1123	2086	697
1124	2088	696
1125	2089	694
1126	2091	692
1127	2092	690
1128	2094	688
1129	2096	686
1130	2097	684
1131	2100	682
1132	2102	681
1133	2104	679
1134	2108	678
1135	2111	676
1136	2114	675
1137	2116	673
1138	2118	671
1139	2119	669
1140	2121	667
1141	2124	665
1142	2125	663
1143	2127	662
1144	2129	660
1145	2130	658
1146	2132	656
1147	2134	654
1148	2138	653
1149	2141	651
1150	2143	649
1151	2145	648
1152	2147	646
1153	2149	644
1154	2151	642
1155	2153	640
1156	2155	638
1157	2156	636
1158	2158	635
1159	2160	633
1160	2162	631
1161	2164	629
1162	2166	627
1163	2168	625
1164	2170	624
1165	2173	622
1166	2176	621
1167	2178	619
1168	2179	617
1169	2181	615
1170	2182	613
1171	2184	611
1172	2186	609
1173	2188	607
1174	2190	605
1175	2191	603
1176	2193	601
1177	2195	600
1178	2196	598
1179	2198	596
1180	2200	594
1181	2203	592
1182	2207	591
1183	2210	589
1184	2212	588
1185	2214	586
1186	2216	584
1187	2218	582
1188	2220	580
1189	2222	578
1190	2224	577
1191	2225	575
1192	2227	573
1193	2229	571
1194	2230	569
1195	2232	567
1196	2234	565
1197	2236	563
1198	2237	561
1199	2239	559
1200	2241	558
1201	2243	556
1202	2245	554
1203	2247	552
1204	2248	550
1205	2250	548
1206	2251	546
1207	2253	544
1208	2255	542
1209	2256	540
1210	2258	538
1211	2260	537
1212	2262	535
1213	2263	533
1214	2265	531
1215	2266	529
1216	2269	527
1217	2270	525
1218	2272	523
1219	2274	521
1220	2276	520
1221	2278	518
1222	2279	516
1223	2281	514
1224	2282	512
1225	2284	510
1226	2286	508
1227	2287	506
1228	2289	504
1229	2291	502
1230	2293	501
1231	2295	499
1232	2296	497
1233	2298	495
1234	2300	493
1235	2302	491
1236	2303	489
1237	2305	487
1238	2307	485
1239	2308	484
1240	2310	482
1241	2312	480
1242	2313	478
1243	2315	476
1244	2317	474
1245	2319	472
1246	2321	470
1247	2322	469
1248	2324	467
1249	2326	465
1250	2327	463
1251	2329	461
1252	2331	459
1253	2333	457
1254	2335	455
1255	2337	454
1256	2339	452
1257	2341	450
1258	2343	448
1259	2344	446
1260	2346	444
1261	2348	442
1262	2349	440
1263	2352	439
1264	2353	437
1265	2355	435
1266	2357	433
1267	2359	431
1268	2361	429
1269	2362	427
1270	2364	426
1271	2366	424
1272	2368	422
1273	2370	420
1274	2373	418
1275	2375	416
1276	2377	415
1277	2379	413
1278	2380	411
1279	2382	409
1280	2383	407
1281	2385	405
1282	2387	403
1283	2389	401
1284	2391	400
1285	2392	398
1286	2394	396
1287	2395	394
1288	2397	392
1289	2399	390
1290	2400	388
1291	2402	386
1292	2404	384
1293	2406	383
1294	2407	381
1295	2409	379
1296	2411	377
1297	2412	375
1298	2414	373
1299	2416	371
1300	2417	369
1301	2419	367
1302	2422	366
1303	2424	364
1304	2426	362
1305	2427	360
1306	2429	358
1307	2431	356
1308	2433	355
1309	2436	353
1310	2438	351
1311	2440	349
1312	2442	347
1313	2444	345
1314	2446	344
1315	2447	342
1316	2449	340
1317	2450	338
1318	2452	336
1319	2454	334
1320	2455	332
1321	2458	330
1322	2459	329
1323	2461	327
1324	2463	325
1325	2465	323
1326	2468	321
1327	2470	319
1328	2472	318
1329	2474	316
1330	2475	314
1331	2477	312
1332	2479	310
1333	2480	308
1334	2482	306
1335	2484	304
1336	2486	303
1337	2488	301
1338	2489	299
1339	2491	297
1340	2494	295
1341	2496	293
1342	2497	292
1343	2499	290
1344	2501	288
1345	2502	286
1346	2504	284
1347	2506	282
1348	2507	280
1349	2509	278
1350	2511	276
1351	2513	275
1352	2517	273
1353	2520	271
1354	2521	269
1355	2523	268
1356	2525	266
1357	2527	264
1358	2531	262
1359	2534	260
1360	2536	259
1361	2538	257
1362	2541	255
1363	2544	253
1364	2545	251
1365	2551	250
1366	2554	248
1367	2556	246
1368	2558	244
1369	2560	242
1370	2562	241
1371	2563	239
1372	2565	237
1373	2567	235
1374	2569	233
1375	2571	231
1376	2572	229
1377	2574	227
1378	2577	226
1379	2579	224
1380	2581	222
1381	2583	220
1382	2584	218
1383	2586	216
1384	2588	214
1385	2612	214
1386	2614	213
1387	2616	211
1388	2620	209
1389	2622	207
1390	2624	205
1391	2627	203
1392	2629	201
1393	2633	200
1394	2635	198
1395	2639	196
1396	2641	194
1397	2643	192
1398	2645	190
1399	2647	189
1400	2649	187
1401	2652	185
1402	2654	183
1403	2655	181
1404	2657	179
1405	2659	177
1406	2663	176
1407	2665	174
1408	2667	172
1409	2669	170
1410	2675	168
1411	2677	166
1412	2679	165
1413	2681	163
1414	2683	161
1415	2685	159
1416	2688	157
1417	2690	155
1418	2692	153
1419	2693	151
1420	2695	149
1421	2697	147
1422	2698	146
1423	2700	144
1424	2703	142
1425	2704	140
1426	2706	138
1427	2707	136
1428	2709	134
1429	2711	132
1430	2712	130
1431	2714	128
1432	2715	126
1433	2717	125
1434	2719	123
1435	2720	121
1436	2722	119
1437	2724	117
1438	2725	115
1439	2727	113
1440	2730	111
1441	2732	109
1442	2735	108
1443	2737	106
1444	2740	104
1445	2743	102
1446	2745	100
1447	2747	98
1448	2749	96
1449	2751	94
1450	2752	92
1451	2754	91
1452	2756	89
1453	2757	87
1454	2759	85
1455	2761	83
1456	2763	81
1457	2765	79
1458	2767	77
1459	2769	75
1460	2770	73
1461	2772	72
1462	2774	70
1463	2777	68
1464	2779	66
1465	2780	64
1466	2782	62
1467	2785	60
1468	2786	58
1469	2788	56
1470	2790	55
1471	2791	53
1472	2793	51
1473	2796	49
1474	2798	47
1475	2799	45
1476	2801	43
1477	2803	41
1478	2804	39
1479	2806	37
1480	2808	36
1481	2810	34
1482	2811	32
1483	2813	30
1484	2815	28
1485	2817	26
1486	2818	24
1487	2821	22
1488	2823	20
1489	2825	18
1490	2826	17
1491	2828	15
1492	2830	13
1493	2831	11
1494	2833	9
1495	2835	7
1496	2837	5
1497	2838	3
1498	2840	1
1499	2842	0
