iter	Passed	Remaining
167	319	1583
168	321	1583
169	323	1577
170	324	1571
171	325	1567
172	328	1569
173	330	1568
174	331	1563
175	334	1564
176	335	1559
177	336	1554
178	339	1554
179	341	1555
180	343	1554
181	345	1554
182	347	1551
183	348	1546
184	350	1545
185	352	1541
186	354	1541
187	360	1556
188	361	1551
189	364	1552
190	366	1551
191	368	1548
192	371	1551
193	372	1549
194	374	1544
195	375	1541
196	377	1540
197	380	1541
198	383	1542
199	384	1539
200	386	1536
201	389	1537
202	391	1537
203	392	1533
204	395	1533
205	396	1529
206	397	1524
207	400	1523
208	402	1522
209	403	1519
210	406	1518
211	408	1519
212	410	1515
213	413	1517
214	414	1514
215	416	1511
216	418	1510
217	420	1508
218	421	1504
219	423	1500
220	425	1498
221	426	1495
222	428	1491
223	429	1488
224	431	1487
225	434	1487
226	435	1484
227	438	1483
228	439	1480
229	442	1479
230	443	1477
231	446	1477
232	447	1473
233	450	1473
234	451	1470
235	453	1466
236	455	1465
237	459	1472
238	465	1482
239	470	1488
240	472	1488
241	475	1490
242	488	1520
243	490	1519
244	493	1521
245	496	1523
246	499	1523
247	502	1523
248	504	1521
249	506	1518
250	508	1517
251	510	1514
252	511	1510
253	514	1511
254	516	1509
255	517	1505
256	521	1506
257	523	1504
258	524	1500
259	526	1497
260	527	1494
261	529	1490
262	530	1487
263	533	1486
264	534	1483
265	536	1480
266	539	1480
267	540	1476
268	542	1473
269	545	1473
270	547	1472
271	548	1468
272	550	1465
273	551	1461
274	553	1459
275	556	1459
276	559	1459
277	561	1457
278	563	1455
279	566	1457
280	570	1458
281	571	1455
282	573	1452
283	575	1451
284	577	1449
285	579	1446
286	580	1443
287	582	1440
288	584	1437
289	586	1434
290	588	1432
291	589	1430
292	591	1427
293	593	1425
294	595	1422
295	597	1421
296	599	1419
297	602	1418
298	603	1414
299	606	1414
300	607	1411
301	609	1408
302	611	1406
303	613	1403
304	614	1400
305	616	1397
306	619	1397
307	621	1396
308	623	1393
309	624	1390
310	626	1387
311	628	1384
312	630	1384
313	632	1381
314	634	1379
315	636	1377
316	639	1376
317	640	1373
318	642	1371
319	644	1369
320	646	1367
321	648	1365
322	650	1363
323	651	1359
324	652	1355
325	654	1352
326	655	1349
327	657	1346
328	659	1344
329	661	1343
330	663	1340
331	665	1338
332	667	1337
333	670	1337
334	672	1335
335	674	1333
336	677	1333
337	680	1332
338	682	1330
339	684	1329
340	687	1327
341	690	1328
342	693	1327
343	695	1325
344	697	1324
345	699	1323
346	702	1321
347	705	1321
348	707	1318
349	708	1316
350	710	1313
351	714	1314
352	715	1312
353	717	1309
354	721	1310
355	723	1308
356	724	1305
357	726	1303
358	728	1301
359	731	1300
360	734	1299
361	736	1298
362	738	1296
363	741	1294
364	742	1291
365	744	1290
366	746	1287
367	747	1283
368	748	1280
369	752	1280
370	754	1279
371	758	1280
372	760	1279
373	765	1280
374	766	1277
375	769	1276
376	771	1274
377	773	1272
378	775	1270
379	777	1268
380	778	1265
381	782	1265
382	783	1262
383	784	1259
384	786	1256
385	789	1256
386	791	1253
387	793	1252
388	795	1249
389	797	1246
390	798	1243
391	801	1242
392	803	1240
393	804	1237
394	806	1235
395	808	1233
396	810	1230
397	813	1229
398	814	1227
399	816	1224
400	818	1222
401	821	1221
402	825	1223
403	828	1222
404	831	1220
405	832	1218
406	834	1215
407	835	1212
408	838	1211
409	840	1209
410	843	1208
411	845	1207
412	848	1205
413	849	1202
414	851	1200
415	854	1199
416	857	1198
417	859	1196
418	862	1195
419	864	1194
420	866	1191
421	869	1191
422	872	1190
423	874	1188
424	876	1186
425	878	1183
426	879	1180
427	881	1178
428	883	1175
429	886	1174
430	888	1172
431	890	1170
432	892	1168
433	893	1165
434	894	1162
435	897	1160
436	898	1157
437	900	1155
438	901	1152
439	903	1149
440	904	1146
441	906	1144
442	908	1142
443	910	1139
444	912	1137
445	914	1136
446	916	1134
447	918	1131
448	921	1130
449	922	1127
450	924	1125
451	927	1124
452	928	1121
453	931	1120
454	933	1118
455	935	1116
456	937	1113
457	939	1112
458	941	1109
459	943	1107
460	945	1105
461	947	1102
462	948	1099
463	950	1098
464	952	1096
465	954	1093
466	956	1092
467	958	1089
468	959	1086
469	961	1084
470	965	1084
471	967	1082
472	969	1080
473	971	1078
474	975	1078
475	977	1075
476	980	1075
477	982	1073
478	984	1071
479	986	1068
480	989	1067
481	991	1065
482	993	1063
483	995	1061
484	997	1058
485	999	1056
486	1001	1054
487	1003	1053
488	1006	1051
489	1007	1049
490	1010	1047
491	1012	1045
492	1015	1044
493	1018	1042
494	1020	1041
495	1022	1039
496	1024	1036
497	1026	1034
498	1027	1032
499	1030	1030
500	1031	1027
501	1032	1024
502	1035	1022
503	1037	1020
504	1038	1018
505	1041	1016
506	1042	1014
507	1044	1011
508	1047	1010
509	1048	1007
510	1050	1005
511	1053	1003
512	1055	1001
513	1056	998
514	1058	996
515	1060	994
516	1061	991
517	1064	990
518	1066	988
519	1067	985
520	1068	982
521	1070	980
522	1073	978
523	1074	976
524	1076	973
525	1078	972
526	1081	970
527	1083	968
528	1084	965
529	1086	963
530	1088	961
531	1089	958
532	1091	956
533	1092	953
534	1094	951
535	1096	949
536	1097	946
537	1099	944
538	1102	942
539	1104	940
540	1106	938
541	1108	936
542	1109	933
543	1111	931
544	1112	929
545	1114	926
546	1116	924
547	1118	922
548	1120	920
549	1122	918
550	1124	916
551	1126	914
552	1127	911
553	1130	910
554	1132	908
555	1134	905
556	1136	904
557	1138	901
558	1140	899
559	1143	898
560	1145	896
561	1147	894
562	1149	892
563	1151	890
564	1154	888
565	1155	886
566	1157	884
567	1160	882
568	1162	880
569	1163	878
570	1165	876
571	1167	873
572	1169	871
573	1172	870
574	1173	867
575	1175	865
576	1176	862
577	1178	860
578	1180	858
579	1181	855
580	1184	854
581	1185	851
582	1187	849
583	1188	846
584	1190	844
585	1191	842
586	1193	839
587	1195	837
588	1197	835
589	1199	833
590	1202	832
591	1204	830
592	1206	827
593	1207	825
594	1209	823
595	1211	821
596	1213	818
597	1215	817
598	1218	815
599	1221	814
600	1223	812
601	1225	810
602	1227	808
603	1230	806
604	1232	804
605	1234	802
606	1236	800
607	1237	798
608	1239	795
609	1240	793
610	1242	791
611	1244	789
612	1246	786
613	1247	784
614	1248	781
615	1250	779
616	1251	777
617	1253	774
618	1255	772
619	1257	770
620	1259	768
621	1260	766
622	1263	764
623	1264	761
624	1266	759
625	1268	757
626	1269	755
627	1270	752
628	1271	750
629	1273	748
630	1275	746
631	1277	743
632	1279	741
633	1281	739
634	1282	737
635	1284	735
636	1286	733
637	1289	731
638	1290	729
639	1292	727
640	1294	724
641	1295	722
642	1298	720
643	1299	718
644	1301	716
645	1304	714
646	1305	712
647	1307	710
648	1309	707
649	1310	705
650	1312	703
651	1314	701
652	1317	699
653	1318	697
654	1320	695
655	1321	693
656	1323	690
657	1326	689
658	1328	687
659	1329	685
660	1332	683
661	1335	681
662	1336	679
663	1338	677
664	1340	675
665	1341	672
666	1343	670
667	1345	668
668	1346	666
669	1347	663
670	1349	661
671	1350	659
672	1352	657
673	1354	655
674	1356	653
675	1358	651
676	1360	648
677	1363	647
678	1364	645
679	1366	643
680	1367	640
681	1369	638
682	1371	636
683	1373	634
684	1375	632
685	1377	630
686	1378	628
687	1380	626
688	1383	624
689	1384	622
690	1386	620
691	1388	618
692	1390	615
693	1392	614
694	1394	611
695	1396	609
696	1398	607
697	1400	605
698	1401	603
699	1403	601
700	1405	599
701	1406	597
702	1408	595
703	1410	593
704	1412	590
705	1413	588
706	1414	586
707	1416	584
708	1418	582
709	1423	581
710	1425	579
711	1427	577
712	1428	574
713	1429	572
714	1432	571
715	1434	568
716	1436	566
717	1437	564
718	1438	562
719	1441	560
720	1444	558
721	1445	556
722	1448	555
723	1450	552
724	1452	550
725	1453	548
726	1455	546
727	1457	544
728	1460	542
729	1463	541
730	1465	539
731	1466	537
732	1468	535
733	1471	533
734	1473	531
735	1475	529
736	1478	527
737	1489	528
738	1491	526
739	1493	524
740	1496	523
741	1500	521
742	1502	519
743	1505	518
744	1507	515
745	1509	513
746	1512	512
747	1514	510
748	1517	508
749	1519	506
750	1522	504
751	1523	502
752	1525	500
753	1527	498
754	1528	496
755	1530	493
756	1531	491
757	1533	489
758	1535	487
759	1537	485
760	1539	483
761	1541	481
762	1542	479
763	1544	476
764	1546	475
765	1548	472
766	1550	470
767	1551	468
768	1554	466
769	1556	464
770	1559	463
771	1562	461
772	1564	459
773	1567	457
774	1569	455
775	1571	453
776	1572	451
777	1574	449
778	1576	447
779	1577	445
780	1580	443
781	1584	441
782	1586	439
783	1588	437
784	1589	435
785	1591	433
786	1593	431
787	1595	429
788	1597	427
789	1598	424
790	1601	423
791	1602	420
792	1604	418
793	1605	416
794	1608	414
795	1609	412
796	1611	410
797	1612	408
798	1614	406
799	1616	404
800	1617	401
801	1619	399
802	1621	397
803	1623	395
804	1626	393
805	1627	391
806	1629	389
807	1630	387
808	1633	385
809	1635	383
810	1637	381
811	1639	379
812	1640	377
813	1642	375
814	1643	373
815	1644	370
816	1646	368
817	1648	366
818	1650	364
819	1651	362
820	1653	360
821	1655	358
822	1657	356
823	1659	354
824	1660	352
825	1662	350
826	1663	348
827	1665	346
828	1667	343
829	1668	341
830	1671	340
831	1674	338
832	1675	335
833	1678	334
834	1680	331
835	1681	329
836	1684	327
837	1686	325
838	1687	323
839	1689	321
840	1691	319
841	1692	317
842	1693	315
843	1695	313
844	1698	311
845	1700	309
846	1704	307
847	1705	305
848	1707	303
849	1708	301
850	1710	299
851	1711	297
852	1713	295
853	1715	293
854	1716	291
855	1718	289
856	1721	287
857	1722	285
858	1723	282
859	1725	280
860	1728	278
861	1729	276
862	1730	274
863	1732	272
864	1734	270
865	1735	268
866	1738	266
867	1740	264
868	1741	262
869	1743	260
870	1745	258
871	1746	256
872	1748	254
873	1751	252
874	1754	250
875	1756	248
876	1758	246
877	1760	244
878	1762	242
879	1764	240
880	1765	238
881	1768	236
882	1770	234
883	1771	232
884	1773	230
885	1775	228
886	1777	226
887	1778	224
888	1779	222
889	1781	220
890	1782	218
891	1784	216
892	1785	213
893	1788	212
894	1790	210
895	1792	208
896	1794	206
897	1795	203
898	1797	201
899	1799	199
900	1800	197
901	1801	195
902	1804	193
903	1806	191
904	1807	189
905	1809	187
906	1810	185
907	1812	183
908	1813	181
909	1816	179
910	1817	177
911	1819	175
912	1821	173
913	1822	171
914	1824	169
915	1826	167
916	1827	165
917	1830	163
918	1831	161
919	1834	159
920	1835	157
921	1837	155
922	1839	153
923	1841	151
924	1843	149
925	1846	147
926	1848	145
927	1850	143
928	1851	141
929	1853	139
930	1854	137
931	1857	135
932	1859	133
933	1861	131
934	1863	129
935	1866	127
936	1867	125
937	1869	123
938	1871	121
939	1873	119
940	1876	117
941	1878	115
942	1880	113
943	1882	111
944	1883	109
945	1884	107
946	1885	105
947	1888	103
948	1889	101
949	1892	99
950	1894	97
951	1896	95
952	1898	93
953	1899	91
954	1903	89
955	1906	87
956	1909	85
957	1911	83
958	1913	81
959	1914	79
960	1917	77
961	1920	75
962	1922	73
963	1924	71
964	1926	69
965	1928	67
966	1931	65
967	1933	63
968	1935	61
969	1937	59
970	1940	57
971	1943	55
972	1945	53
973	1946	51
974	1948	49
975	1951	47
976	1954	46
977	1956	44
978	1958	42
979	1961	40
980	1963	38
981	1966	36
982	1968	34
983	1971	32
984	1973	30
985	1974	28
986	1976	26
987	1979	24
988	1980	22
989	1982	20
990	1984	18
991	1985	16
992	1987	14
993	1988	12
994	1990	10
995	1991	7
996	1993	5
997	1995	3
998	1998	2
999	1999	0
