iter	RMSE
193	17680.0299
194	17655.66979
195	17633.6373
196	17592.02149
197	17566.02359
198	17517.7744
199	17478.18144
200	17448.23108
201	17385.1483
202	17323.5689
203	17275.47282
204	17230.80839
205	17191.32927
206	17150.06699
207	17095.21408
208	17050.67043
209	16997.93487
210	16961.15885
211	16889.29854
212	16816.37427
213	16804.31002
214	16765.10444
215	16723.76964
216	16707.11484
217	16666.84217
218	16646.97411
219	16629.09101
220	16596.58191
221	16589.24216
222	16554.72135
223	16533.47281
224	16516.88288
225	16500.31209
226	16463.73264
227	16405.54432
228	16363.76724
229	16347.2593
230	16318.53505
231	16289.48098
232	16260.72009
233	16247.50868
234	16223.01828
235	16178.75062
236	16147.09393
237	16112.20329
238	16059.87781
239	16023.04621
240	15988.62277
241	15955.33177
242	15928.85533
243	15895.16489
244	15885.76098
245	15845.64094
246	15810.69567
247	15777.23859
248	15744.86938
249	15697.85922
250	15645.48598
251	15616.57053
252	15575.0933
253	15560.48262
254	15539.62642
255	15493.18305
256	15460.47108
257	15423.86717
258	15395.01697
259	15364.52291
260	15347.0612
261	15291.51787
262	15253.42631
263	15222.48551
264	15195.001
265	15163.01924
266	15151.34728
267	15117.1146
268	15065.60591
269	15031.08601
270	14987.78516
271	14943.026
272	14915.86297
273	14871.60078
274	14827.58589
275	14785.61038
276	14749.13107
277	14725.16089
278	14702.08369
279	14654.11507
280	14637.76687
281	14596.92416
282	14564.34559
283	14548.44957
284	14511.85404
285	14478.46747
286	14433.18853
287	14403.16168
288	14380.90804
289	14346.04611
290	14307.56003
291	14270.41554
292	14237.78769
293	14191.43443
294	14172.39139
295	14136.63759
296	14117.29977
297	14086.62598
298	14059.155
299	14043.46212
300	14018.90932
301	13999.14006
302	13969.96504
303	13942.86419
304	13934.51176
305	13901.90713
306	13873.35172
307	13843.91031
308	13811.78855
309	13779.24157
310	13755.72937
311	13739.2584
312	13711.76397
313	13687.08581
314	13651.30538
315	13622.88246
316	13595.55843
317	13569.95151
318	13557.47588
319	13513.38277
320	13490.94843
321	13461.60513
322	13435.10711
323	13401.13098
324	13374.46283
325	13360.82698
326	13337.70127
327	13303.67559
328	13270.94894
329	13243.25893
330	13216.83605
331	13187.53841
332	13181.58681
333	13158.52157
334	13132.02348
335	13097.88859
336	13080.90229
337	13069.61637
338	13047.38897
339	13017.24327
340	12995.59366
341	12969.94188
342	12953.60221
343	12931.92005
344	12913.50948
345	12894.54017
346	12862.36775
347	12840.954
348	12807.45846
349	12790.33256
350	12767.79968
351	12748.12578
352	12718.81193
353	12695.70053
354	12672.97779
355	12641.41512
356	12621.69404
357	12596.64772
358	12577.16157
359	12558.06023
360	12541.41672
361	12522.93384
362	12503.52491
363	12482.17395
364	12463.50182
365	12445.4223
366	12427.66839
367	12397.74527
368	12363.81901
369	12342.49694
370	12311.19193
371	12276.0891
372	12271.73491
373	12243.86865
374	12211.22656
375	12195.44596
376	12164.91016
377	12142.94197
378	12121.14
379	12094.7251
380	12076.26509
381	12050.57234
382	12029.00651
383	12007.8586
384	11980.11271
385	11961.7124
386	11948.78466
387	11934.62505
388	11913.37079
389	11897.89955
390	11871.01154
391	11851.15556
392	11823.20262
393	11799.38861
394	11791.12753
395	11780.35228
396	11760.78707
397	11750.65167
398	11732.1051
399	11712.37724
400	11689.04853
401	11670.05551
402	11653.16553
403	11634.91696
404	11614.46097
405	11603.9654
406	11588.44858
407	11583.78917
408	11562.99983
409	11537.53202
410	11531.02267
411	11511.47712
412	11484.33309
413	11458.48019
414	11432.01463
415	11394.74697
416	11368.06834
417	11351.48037
418	11346.88272
419	11332.56918
420	11306.02479
421	11292.72026
422	11280.62171
423	11262.53906
424	11241.25292
425	11217.76475
426	11208.32991
427	11178.2119
428	11144.27531
429	11120.20602
430	11102.27167
431	11078.46286
432	11062.15716
433	11035.26395
434	11013.64278
435	10998.28919
436	10978.86882
437	10961.37892
438	10947.34274
439	10943.72105
440	10926.65329
441	10909.86505
442	10900.82475
443	10888.19736
444	10874.24804
445	10859.22652
446	10842.77144
447	10831.46622
448	10823.47907
449	10797.27328
450	10771.93858
451	10738.2291
452	10718.38789
453	10705.25369
454	10702.19607
455	10685.47475
456	10661.99483
457	10644.79003
458	10626.4266
459	10613.41427
460	10603.97694
461	10590.04971
462	10574.71823
463	10557.0221
464	10552.30519
465	10532.81755
466	10509.48259
467	10506.81182
468	10489.10687
469	10468.69652
470	10441.86183
471	10427.98757
472	10405.80768
473	10385.86384
474	10364.62389
475	10340.29108
476	10324.81101
477	10311.363
478	10290.45822
479	10274.93302
480	10262.14032
481	10256.62686
482	10233.96136
483	10231.26993
484	10211.90078
485	10196.40669
486	10188.55874
487	10186.09171
488	10171.51211
489	10152.44057
490	10133.38541
491	10108.8427
492	10093.62967
493	10091.77409
494	10072.44174
495	10061.23159
496	10059.18082
497	10044.20722
498	10024.74355
499	9997.912699
500	9976.892933
501	9961.075378
502	9947.417686
503	9933.823848
504	9918.169743
505	9888.392182
506	9885.607394
507	9866.725938
508	9849.795034
509	9840.625546
510	9839.186641
511	9815.925813
512	9804.100327
513	9802.315401
514	9788.678464
515	9778.006545
516	9776.729141
517	9753.82991
518	9745.860465
519	9742.948187
520	9727.607204
521	9726.28959
522	9724.937697
523	9716.209294
524	9703.861848
525	9686.080012
526	9671.285318
527	9647.483422
528	9635.945054
529	9624.595656
530	9622.832943
531	9610.543154
532	9608.714908
533	9597.32539
534	9581.982821
535	9580.134913
536	9552.105611
537	9536.104127
538	9521.703359
539	9504.891035
540	9502.13345
541	9483.926534
542	9469.980895
543	9451.88338
544	9437.118211
545	9431.163143
546	9429.562062
547	9417.615194
548	9408.172406
549	9392.142922
550	9377.521614
551	9368.009938
552	9351.108902
553	9349.601457
554	9348.239242
555	9335.460158
556	9322.961801
557	9321.572268
558	9320.219415
559	9306.119841
560	9304.819803
561	9295.01931
562	9270.300817
563	9268.509215
564	9246.789124
565	9245.616051
566	9230.495464
567	9217.434223
568	9202.430089
569	9201.216975
570	9191.341849
571	9180.668217
572	9173.032839
573	9168.267132
574	9167.337635
575	9152.727206
576	9144.312123
577	9134.332694
578	9124.593516
579	9117.704876
580	9102.395386
581	9100.964579
582	9084.559036
583	9083.527596
584	9081.693026
585	9066.666305
586	9054.989557
587	9043.841856
588	9042.476977
589	9021.993406
590	9010.994875
591	9000.511627
592	8984.186745
593	8973.009067
594	8957.758609
595	8956.596334
596	8946.094114
597	8935.613226
598	8919.068118
599	8906.110703
600	8889.59739
601	8875.961451
602	8864.904658
603	8862.409694
604	8851.009479
605	8839.152582
606	8823.253203
607	8808.658382
608	8807.700774
609	8790.88557
610	8779.033732
611	8767.470788
612	8752.662616
613	8746.329333
614	8733.302196
615	8718.562278
616	8698.339887
617	8685.213298
618	8668.965361
619	8650.898337
620	8642.38602
621	8630.124468
622	8624.906031
623	8618.505366
624	8611.220236
625	8594.701761
626	8584.517106
627	8562.313514
628	8561.595545
629	8558.257408
630	8539.429713
631	8519.081032
632	8508.208017
633	8482.305131
634	8468.043438
635	8452.072064
636	8440.311834
637	8432.665758
638	8431.722856
639	8418.685406
640	8404.980222
641	8391.489926
642	8373.630964
643	8369.932221
644	8356.243113
645	8349.512902
646	8334.515953
647	8320.785859
648	8306.371866
649	8294.688803
650	8284.74707
651	8272.95952
652	8260.110087
653	8250.404454
654	8240.526107
655	8226.462442
656	8219.564426
657	8205.084542
658	8190.652375
659	8187.485718
660	8175.483994
661	8168.113949
662	8155.062399
663	8144.235067
664	8135.922619
665	8122.945488
666	8113.546019
667	8101.795012
668	8081.529154
669	8062.118406
670	8050.66513
671	8045.53276
672	8037.043865
673	8029.834763
674	8021.43959
675	8011.351773
676	8010.576333
677	7997.521964
678	7985.382688
679	7968.366968
680	7961.453369
681	7942.719191
682	7940.617205
683	7927.658665
684	7919.661947
685	7902.12955
686	7890.79985
687	7875.645633
688	7862.46879
689	7855.933499
690	7853.375408
691	7841.416141
692	7829.015511
693	7810.562666
694	7796.109453
695	7792.171397
696	7776.709395
697	7769.351843
698	7757.989538
699	7752.966496
700	7743.712838
701	7733.404326
702	7725.13993
703	7707.635567
704	7701.396927
705	7693.968797
706	7676.249224
707	7669.577631
708	7661.444321
709	7650.401831
710	7642.684226
711	7637.479389
712	7626.720831
713	7618.809955
714	7612.129207
715	7611.238399
716	7610.433098
717	7598.184792
718	7590.30655
719	7580.622926
720	7577.016854
721	7576.25048
722	7561.104433
723	7560.3394
724	7559.67162
725	7551.950896
726	7547.173679
727	7529.154645
728	7524.286622
729	7523.616821
730	7519.493523
731	7505.800105
732	7497.497352
733	7488.244466
734	7480.872618
735	7475.631314
736	7467.179
737	7452.302879
738	7447.83029
739	7431.458794
740	7423.86646
741	7423.337444
742	7411.833651
743	7398.620191
744	7387.627829
745	7377.976792
746	7367.723543
747	7359.801887
748	7350.652219
749	7340.061319
750	7331.167045
751	7313.950672
752	7309.847904
753	7301.875629
754	7287.091389
755	7286.437492
756	7280.132123
757	7267.604762
758	7257.796984
759	7257.24656
760	7242.258611
761	7229.976178
762	7219.622128
763	7210.950401
764	7202.05352
765	7185.039748
766	7169.420343
767	7168.85083
768	7162.548423
769	7148.659922
770	7137.950037
771	7130.511196
772	7129.540967
773	7117.350245
774	7106.658069
775	7098.865651
776	7093.821143
777	7091.132107
778	7081.327941
779	7071.69968
780	7062.85935
781	7051.425036
782	7050.401485
783	7039.109059
784	7038.538035
785	7025.382288
786	7021.85473
787	7014.64893
788	7005.535706
789	7000.838292
790	6988.7074
791	6980.607021
792	6975.378642
793	6970.69342
794	6961.54831
795	6957.20877
796	6956.616583
797	6943.555433
798	6937.766017
799	6934.198425
800	6928.736596
801	6920.906632
802	6920.277755
803	6919.648253
804	6906.601583
805	6900.458062
806	6891.760136
807	6878.081344
808	6870.460602
809	6852.894278
810	6843.627208
811	6837.490299
812	6829.702074
813	6824.058228
814	6816.732946
815	6816.189289
816	6803.719749
817	6799.038651
818	6786.584973
819	6777.633263
820	6777.096669
821	6776.567685
822	6761.615596
823	6761.065814
824	6755.246224
825	6751.151285
826	6740.07566
827	6732.517321
828	6729.035758
829	6726.203188
830	6717.04503
831	6702.880943
832	6694.950195
833	6690.618942
834	6690.118354
835	6679.616167
836	6675.889962
837	6673.5624
838	6673.096714
839	6672.551568
840	6666.191628
841	6657.664686
842	6646.461548
843	6645.843745
844	6636.528144
845	6627.630011
846	6627.036005
847	6625.206669
848	6614.898059
849	6602.538017
850	6596.276185
851	6585.833806
852	6574.963663
853	6570.82373
854	6562.315348
855	6561.770444
856	6552.477252
857	6546.010114
858	6545.467496
859	6542.789462
860	6529.016343
861	6517.176018
862	6508.807426
863	6503.681113
864	6489.184711
865	6481.102591
866	6469.416778
867	6460.62162
868	6446.203909
869	6441.590072
870	6430.039589
871	6423.164582
872	6419.718879
873	6410.099578
874	6404.567888
875	6404.051491
876	6392.224641
877	6391.650193
878	6381.520344
879	6377.59441
880	6370.961138
881	6363.964659
882	6357.920525
883	6354.037361
884	6344.13535
885	6336.131021
886	6325.952279
887	6317.452825
888	6307.843125
889	6303.812076
890	6300.513679
891	6290.287511
892	6282.526031
893	6269.908639
894	6260.288067
895	6247.29702
896	6246.805097
897	6234.390703
898	6223.369647
899	6216.165957
900	6208.291944
901	6202.462591
902	6194.127142
903	6193.689541
904	6189.993087
905	6182.212149
906	6176.924539
907	6163.397371
908	6155.645643
909	6147.31957
910	6146.951737
911	6138.098437
912	6130.809911
913	6130.248868
914	6125.246282
915	6118.273423
916	6110.799264
917	6106.561666
918	6101.112028
919	6090.936086
920	6080.650529
921	6078.641936
922	6073.045977
923	6065.59439
924	6065.238697
925	6057.174698
926	6047.053056
927	6041.25894
928	6034.694771
929	6034.090387
930	6025.123561
931	6019.666735
932	6017.586578
933	6007.09078
934	6001.614287
935	5997.181329
936	5990.541027
937	5987.167306
938	5977.444248
939	5969.119363
940	5956.353313
941	5947.404541
942	5937.367692
943	5936.916592
944	5934.876594
945	5923.511148
946	5915.891739
947	5906.463088
948	5903.843861
949	5889.160219
950	5879.657913
951	5867.271751
952	5856.202305
953	5855.885565
954	5845.433428
955	5844.813688
956	5841.926466
957	5836.124547
958	5834.582045
959	5820.308499
960	5819.946724
961	5819.596927
962	5812.784255
963	5800.605859
964	5790.891152
965	5780.156536
966	5774.865076
967	5770.782512
968	5765.959704
969	5755.074198
970	5744.133755
971	5736.197004
972	5727.607442
973	5721.420275
974	5720.22259
975	5710.992603
976	5704.272696
977	5698.3988
978	5691.22599
979	5685.044072
980	5679.413489
981	5666.234104
982	5659.572821
983	5653.337466
984	5648.497638
985	5641.824002
986	5630.957849
987	5629.735508
988	5626.586808
989	5618.527127
990	5610.890171
991	5600.83122
992	5591.162998
993	5583.689064
994	5569.665128
995	5557.827797
996	5548.349665
997	5535.969258
998	5528.951988
999	5525.004598
